game_id,possession_number,period,period_bucket,offense_team,defense_team,seconds_left_in_game,score_difference,L_t,F_t,N_t,M_t,score_margin_excluded_t,intentional_foul_excluded_t,controlled_excluded_t
0022500732,91,2,2,CLE,LAC,1509.996,13,0,1,0,1,0,0,0
0022500732,92,2,2,LAC,CLE,1499.6,-13,1,0,0,0,0,0,0
0022500732,93,2,2,CLE,LAC,1477.7,15,1,0,0,0,1,0,1
0022500732,94,2,2,LAC,CLE,1470.1,-15,0,0,0,0,1,0,1
0022500732,95,2,2,CLE,LAC,1453.5,17,0,0,0,0,1,0,1
0022500732,96,2,2,LAC,CLE,1447.0,-17,0,0,0,0,1,0,1
0022500732,97,2,2,CLE,LAC,1440.2,20,0,0,0,0,1,0,1
0022500732,98,3,3,LAC,CLE,1418.0,-18,0,0,0,0,1,0,1
0022500732,99,3,3,CLE,LAC,1403.0,18,0,0,0,0,1,0,1
0022500732,100,3,3,LAC,CLE,1397.0,-16,0,0,0,0,1,0,1
0022500732,101,3,3,CLE,LAC,1388.0,18,0,0,0,0,1,0,1
0022500732,102,3,3,LAC,CLE,1376.0,-18,0,0,0,0,1,0,1
0022500732,103,3,3,CLE,LAC,1363.0,21,0,0,0,0,1,0,1
0022500732,104,3,3,LAC,CLE,1336.0,-21,0,0,0,0,1,0,1
0022500732,105,3,3,CLE,LAC,1326.0,24,0,0,0,0,1,0,1
0022500732,106,3,3,LAC,CLE,1296.0,-22,0,0,0,0,1,0,1
0022500732,107,3,3,CLE,LAC,1274.0,22,0,0,0,0,1,0,1
0022500732,108,3,3,LAC,CLE,1263.0,-22,0,0,0,0,1,0,1
0022500732,109,3,3,CLE,LAC,1251.0,22,0,0,0,0,1,0,1
0022500732,110,3,3,LAC,CLE,1242.0,-20,0,0,0,0,1,0,1
0022500732,111,3,3,CLE,LAC,1228.0,22,0,0,0,0,1,0,1
0022500732,112,3,3,LAC,CLE,1213.0,-22,0,0,0,0,1,0,1
0022500732,113,3,3,CLE,LAC,1212.0,24,0,0,0,0,1,0,1
0022500732,114,3,3,LAC,CLE,1194.0,-22,0,0,0,0,1,0,1
0022500732,115,3,3,CLE,LAC,1182.0,22,0,0,0,0,1,0,1
0022500732,116,3,3,LAC,CLE,1170.0,-22,0,0,1,0,1,0,1
0022500732,117,3,3,CLE,LAC,1156.0,22,0,0,1,0,1,0,1
0022500732,118,3,3,LAC,CLE,1151.994,-21,0,1,0,1,1,0,1
0022500732,119,3,3,CLE,LAC,1140.0,21,1,0,0,0,1,0,1
0022500732,120,3,3,LAC,CLE,1136.0,-19,1,0,0,0,1,0,1
