season,season_start_year,season_type,game_id,game_date_et,away_team,home_team,matchup,away_score,home_score,series,possessions,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI,source,wmi_percentile
2022-23,2022,Regular Season,0022200767,20230131,CHA,MIL,CHA @ MIL,,,,227,77,150,0.3376623376623376,0.2266666666666666,1.489686783804431,data.nba.com mobile_teams v2015 play-by-play,91.32211538461539
2022-23,2022,Regular Season,0022200768,20230131,NOP,DEN,NOP @ DEN,,,,202,73,129,0.1095890410958904,0.2945736434108527,0.3720259552992068,data.nba.com mobile_teams v2015 play-by-play,2.548076923076923
2022-23,2022,Regular Season,0022200770,20230201,ORL,PHI,ORL @ PHI,,,,202,69,133,0.2318840579710145,0.2481203007518796,0.9345630215195432,data.nba.com mobile_teams v2015 play-by-play,52.87259615384615
2022-23,2022,Regular Season,0022200771,20230201,POR,MEM,POR @ MEM,,,,201,59,142,0.4576271186440678,0.176056338028169,2.5993220338983054,data.nba.com mobile_teams v2015 play-by-play,99.84375
2022-23,2022,Regular Season,0022200772,20230201,BKN,BOS,BKN @ BOS,,,,195,45,150,0.0444444444444444,0.1533333333333333,0.2898550724637681,data.nba.com mobile_teams v2015 play-by-play,0.985576923076923
2022-23,2022,Regular Season,0022200773,20230201,OKC,HOU,OKC @ HOU,,,,201,72,129,0.2222222222222222,0.2635658914728682,0.8431372549019607,data.nba.com mobile_teams v2015 play-by-play,42.53605769230769
2022-23,2022,Regular Season,0022200774,20230201,GSW,MIN,GSW @ MIN,,,,226,80,146,0.2875,0.2534246575342466,1.1344594594594593,data.nba.com mobile_teams v2015 play-by-play,72.33173076923077
2022-23,2022,Regular Season,0022200775,20230201,SAC,SAS,SAC @ SAS,,,,201,39,162,0.2307692307692307,0.1296296296296296,1.7802197802197803,data.nba.com mobile_teams v2015 play-by-play,97.03125
2022-23,2022,Regular Season,0022200776,20230201,TOR,UTA,TOR @ UTA,,,,201,63,138,0.2698412698412698,0.2246376811594203,1.2012288786482337,data.nba.com mobile_teams v2015 play-by-play,77.3016826923077
2022-23,2022,Regular Season,0022200777,20230201,ATL,PHX,ATL @ PHX,,,,202,57,145,0.175438596491228,0.2137931034482758,0.8205998868138086,data.nba.com mobile_teams v2015 play-by-play,40.03605769230769
2022-23,2022,Regular Season,0022200778,20230202,LAL,IND,LAL @ IND,,,,210,48,162,0.2083333333333333,0.1543209876543209,1.35,data.nba.com mobile_teams v2015 play-by-play,86.1298076923077
2022-23,2022,Regular Season,0022200779,20230202,MEM,CLE,MEM @ CLE,,,,204,63,141,0.1746031746031746,0.2411347517730496,0.7240896358543417,data.nba.com mobile_teams v2015 play-by-play,28.707932692307693
2022-23,2022,Regular Season,0022200780,20230202,MIA,NYK,MIA @ NYK,,,,187,46,141,0.1956521739130435,0.1773049645390071,1.1034782608695652,data.nba.com mobile_teams v2015 play-by-play,69.83173076923077
2022-23,2022,Regular Season,0022200781,20230202,CHA,CHI,CHA @ CHI,,,,189,52,137,0.2307692307692307,0.1970802919708029,1.170940170940171,data.nba.com mobile_teams v2015 play-by-play,75.08413461538461
2022-23,2022,Regular Season,0022200782,20230202,NOP,DAL,NOP @ DAL,,,,191,72,119,0.2777777777777778,0.3025210084033613,0.91820987654321,data.nba.com mobile_teams v2015 play-by-play,51.06971153846154
2022-23,2022,Regular Season,0022200783,20230202,GSW,DEN,GSW @ DEN,,,,200,57,143,0.2807017543859649,0.2167832167832167,1.2948500282965478,data.nba.com mobile_teams v2015 play-by-play,83.19711538461539
2022-23,2022,Regular Season,0022200784,20230202,LAC,MIL,LAC @ MIL,,,,202,67,135,0.1194029850746268,0.2518518518518518,0.4741000877963126,data.nba.com mobile_teams v2015 play-by-play,6.574519230769231
2022-23,2022,Regular Season,0022200785,20230203,CHA,DET,CHA @ DET,,,,212,67,145,0.3134328358208955,0.2068965517241379,1.5149253731343284,data.nba.com mobile_teams v2015 play-by-play,92.00721153846155
2022-23,2022,Regular Season,0022200786,20230203,SAC,IND,SAC @ IND,,,,209,54,155,0.0555555555555555,0.1806451612903225,0.3075396825396825,data.nba.com mobile_teams v2015 play-by-play,1.310096153846154
2022-23,2022,Regular Season,0022200787,20230203,POR,WAS,POR @ WAS,,,,186,50,136,0.32,0.1764705882352941,1.8133333333333332,data.nba.com mobile_teams v2015 play-by-play,97.33173076923077
2022-23,2022,Regular Season,0022200788,20230203,PHX,BOS,PHX @ BOS,,,,196,61,135,0.2622950819672131,0.2296296296296296,1.1422527763088313,data.nba.com mobile_teams v2015 play-by-play,72.98076923076923
2022-23,2022,Regular Season,0022200789,20230203,TOR,HOU,TOR @ HOU,,,,195,69,126,0.4492753623188406,0.238095238095238,1.8869565217391304,data.nba.com mobile_teams v2015 play-by-play,97.89663461538461
2022-23,2022,Regular Season,0022200790,20230203,ORL,MIN,ORL @ MIN,,,,209,76,133,0.3421052631578947,0.2706766917293233,1.263888888888889,data.nba.com mobile_teams v2015 play-by-play,81.46634615384616
2022-23,2022,Regular Season,0022200791,20230203,PHI,SAS,PHI @ SAS,,,,203,64,139,0.28125,0.2230215827338129,1.2610887096774193,data.nba.com mobile_teams v2015 play-by-play,81.2860576923077
2022-23,2022,Regular Season,0022200792,20230203,ATL,UTA,ATL @ UTA,,,,198,63,135,0.1587301587301587,0.2296296296296296,0.6912442396313364,data.nba.com mobile_teams v2015 play-by-play,24.915865384615383
2022-23,2022,Regular Season,0022200793,20230204,WAS,BKN,WAS @ BKN,,,,207,75,132,0.2,0.2954545454545454,0.676923076923077,data.nba.com mobile_teams v2015 play-by-play,23.28125
2022-23,2022,Regular Season,0022200794,20230204,PHX,DET,PHX @ DET,,,,189,71,118,0.2676056338028169,0.3305084745762712,0.8096785843264716,data.nba.com mobile_teams v2015 play-by-play,38.70192307692308
2022-23,2022,Regular Season,0022200795,20230204,LAC,NYK,LAC @ NYK,,,,214,79,135,0.3670886075949367,0.2518518518518518,1.4575577066269547,data.nba.com mobile_teams v2015 play-by-play,90.20432692307693
2022-23,2022,Regular Season,0022200796,20230204,POR,CHI,POR @ CHI,,,,197,59,138,0.1864406779661017,0.217391304347826,0.8576271186440678,data.nba.com mobile_teams v2015 play-by-play,44.21875
2022-23,2022,Regular Season,0022200797,20230204,MIA,MIL,MIA @ MIL,,,,205,65,140,0.2615384615384615,0.2214285714285714,1.1811414392059554,data.nba.com mobile_teams v2015 play-by-play,75.88341346153847
2022-23,2022,Regular Season,0022200798,20230204,LAL,NOP,LAL @ NOP,,,,206,69,137,0.1594202898550724,0.2554744525547445,0.6240165631469978,data.nba.com mobile_teams v2015 play-by-play,17.63221153846154
2022-23,2022,Regular Season,0022200799,20230204,HOU,OKC,HOU @ OKC,,,,206,65,141,0.2153846153846154,0.2198581560283688,0.9796526054590572,data.nba.com mobile_teams v2015 play-by-play,57.99879807692307
2022-23,2022,Regular Season,0022200800,20230204,DAL,GSW,DAL @ GSW,,,,198,68,130,0.1323529411764706,0.2692307692307692,0.4915966386554622,data.nba.com mobile_teams v2015 play-by-play,7.64423076923077
2022-23,2022,Regular Season,0022200801,20230204,ATL,DEN,ATL @ DEN,,,,208,52,156,0.1153846153846153,0.1794871794871795,0.6428571428571429,data.nba.com mobile_teams v2015 play-by-play,19.651442307692307
2022-23,2022,Regular Season,0022200802,20230205,ORL,CHA,ORL @ CHA,,,,196,70,126,0.2,0.2539682539682539,0.7875000000000001,data.nba.com mobile_teams v2015 play-by-play,36.28605769230769
2022-23,2022,Regular Season,0022200803,20230205,CLE,IND,CLE @ IND,,,,196,57,139,0.1052631578947368,0.2230215827338129,0.4719864176570458,data.nba.com mobile_teams v2015 play-by-play,6.430288461538461
2022-23,2022,Regular Season,0022200804,20230205,PHI,NYK,PHI @ NYK,,,,191,83,108,0.2771084337349397,0.3703703703703703,0.7481927710843373,data.nba.com mobile_teams v2015 play-by-play,31.71875
2022-23,2022,Regular Season,0022200805,20230205,TOR,MEM,TOR @ MEM,,,,197,51,146,0.1764705882352941,0.1643835616438356,1.073529411764706,data.nba.com mobile_teams v2015 play-by-play,67.19951923076923
2022-23,2022,Regular Season,0022200806,20230205,DEN,MIN,DEN @ MIN,,,,206,69,137,0.2608695652173913,0.2262773722627737,1.152875175315568,data.nba.com mobile_teams v2015 play-by-play,73.92427884615384
2022-23,2022,Regular Season,0022200807,20230205,SAC,NOP,SAC @ NOP,,,,191,74,117,0.3243243243243243,0.2905982905982906,1.1160572337042924,data.nba.com mobile_teams v2015 play-by-play,70.86538461538461
2022-23,2022,Regular Season,0022200808,20230206,BOS,DET,BOS @ DET,,,,191,64,127,0.25,0.2598425196850393,0.9621212121212122,data.nba.com mobile_teams v2015 play-by-play,56.15384615384615
2022-23,2022,Regular Season,0022200809,20230206,CLE,WAS,CLE @ WAS,,,,191,49,142,0.2040816326530612,0.1830985915492957,1.1145996860282574,data.nba.com mobile_teams v2015 play-by-play,70.76923076923077
2022-23,2022,Regular Season,0022200810,20230206,LAC,BKN,LAC @ BKN,,,,201,72,129,0.2222222222222222,0.2713178294573643,0.819047619047619,data.nba.com mobile_teams v2015 play-by-play,39.83173076923077
2022-23,2022,Regular Season,0022200811,20230206,SAS,CHI,SAS @ CHI,,,,214,55,159,0.1636363636363636,0.1698113207547169,0.9636363636363636,data.nba.com mobile_teams v2015 play-by-play,56.286057692307686
2022-23,2022,Regular Season,0022200812,20230206,SAC,HOU,SAC @ HOU,,,,196,57,139,0.2807017543859649,0.1870503597122302,1.5006747638326583,data.nba.com mobile_teams v2015 play-by-play,91.67067307692308
2022-23,2022,Regular Season,0022200813,20230206,DAL,UTA,DAL @ UTA,,,,194,68,126,0.2058823529411764,0.2698412698412698,0.7629757785467128,data.nba.com mobile_teams v2015 play-by-play,33.56971153846154
2022-23,2022,Regular Season,0022200814,20230206,OKC,GSW,OKC @ GSW,,,,206,46,160,0.0869565217391304,0.1375,0.6324110671936758,data.nba.com mobile_teams v2015 play-by-play,18.467548076923077
2022-23,2022,Regular Season,0022200815,20230206,MIL,POR,MIL @ POR,,,,208,73,135,0.2328767123287671,0.2666666666666666,0.8732876712328766,data.nba.com mobile_teams v2015 play-by-play,45.69711538461539
2022-23,2022,Regular Season,0022200816,20230207,NYK,ORL,NYK @ ORL,,,,179,60,119,0.3333333333333333,0.2436974789915966,1.367816091954023,data.nba.com mobile_teams v2015 play-by-play,86.82692307692308
2022-23,2022,Regular Season,0022200817,20230207,PHX,BKN,PHX @ BKN,,,,206,67,139,0.3432835820895522,0.2158273381294964,1.590547263681592,data.nba.com mobile_teams v2015 play-by-play,93.84615384615384
2022-23,2022,Regular Season,0022200818,20230207,ATL,NOP,ATL @ NOP,,,,189,63,126,0.1587301587301587,0.246031746031746,0.6451612903225806,data.nba.com mobile_teams v2015 play-by-play,19.96394230769231
2022-23,2022,Regular Season,0022200819,20230207,CHI,MEM,CHI @ MEM,,,,199,64,135,0.1875,0.237037037037037,0.791015625,data.nba.com mobile_teams v2015 play-by-play,36.70673076923077
2022-23,2022,Regular Season,0022200820,20230207,MIN,DEN,MIN @ DEN,,,,211,63,148,0.2222222222222222,0.1959459459459459,1.1340996168582376,data.nba.com mobile_teams v2015 play-by-play,72.25360576923077
2022-23,2022,Regular Season,0022200821,20230207,OKC,LAL,OKC @ LAL,,,,220,60,160,0.1666666666666666,0.19375,0.8602150537634408,data.nba.com mobile_teams v2015 play-by-play,44.43509615384615
2022-23,2022,Regular Season,0022200822,20230208,DET,CLE,DET @ CLE,,,,182,66,116,0.2121212121212121,0.2758620689655172,0.7689393939393939,data.nba.com mobile_teams v2015 play-by-play,34.17067307692307
2022-23,2022,Regular Season,0022200823,20230208,CHA,WAS,CHA @ WAS,,,,193,57,136,0.2105263157894736,0.2058823529411764,1.0225563909774436,data.nba.com mobile_teams v2015 play-by-play,62.433894230769226
2022-23,2022,Regular Season,0022200824,20230208,PHI,BOS,PHI @ BOS,,,,176,53,123,0.1509433962264151,0.2357723577235772,0.6402081977878985,data.nba.com mobile_teams v2015 play-by-play,19.290865384615387
2022-23,2022,Regular Season,0022200825,20230208,IND,MIA,IND @ MIA,,,,190,81,109,0.3209876543209876,0.3577981651376147,0.8971193415637859,data.nba.com mobile_teams v2015 play-by-play,48.67788461538461
2022-23,2022,Regular Season,0022200826,20230208,SAS,TOR,SAS @ TOR,,,,208,64,144,0.171875,0.2291666666666666,0.75,data.nba.com mobile_teams v2015 play-by-play,31.929086538461537
2022-23,2022,Regular Season,0022200827,20230208,SAC,HOU,SAC @ HOU,,,,200,64,136,0.21875,0.2573529411764705,0.8500000000000001,data.nba.com mobile_teams v2015 play-by-play,43.42548076923077
2022-23,2022,Regular Season,0022200828,20230208,MIN,UTA,MIN @ UTA,,,,202,53,149,0.0754716981132075,0.1879194630872483,0.4016172506738544,data.nba.com mobile_teams v2015 play-by-play,3.3894230769230766
2022-23,2022,Regular Season,0022200829,20230208,DAL,LAC,DAL @ LAC,,,,194,56,138,0.125,0.217391304347826,0.5750000000000001,data.nba.com mobile_teams v2015 play-by-play,13.413461538461538
2022-23,2022,Regular Season,0022200830,20230208,GSW,POR,GSW @ POR,,,,199,61,138,0.180327868852459,0.2318840579710145,0.7776639344262295,data.nba.com mobile_teams v2015 play-by-play,35.13822115384615
2022-23,2022,Regular Season,0022200831,20230209,DEN,ORL,DEN @ ORL,,,,198,59,139,0.0847457627118644,0.2230215827338129,0.3799890650628759,data.nba.com mobile_teams v2015 play-by-play,2.7043269230769234
2022-23,2022,Regular Season,0022200832,20230209,PHX,ATL,PHX @ ATL,,,,201,68,133,0.25,0.2556390977443609,0.9779411764705884,data.nba.com mobile_teams v2015 play-by-play,57.82451923076923
2022-23,2022,Regular Season,0022200833,20230209,CHI,BKN,CHI @ BKN,,,,203,59,144,0.2372881355932203,0.1944444444444444,1.2203389830508475,data.nba.com mobile_teams v2015 play-by-play,78.75
2022-23,2022,Regular Season,0022200834,20230209,MIL,LAL,MIL @ LAL,,,,197,54,143,0.2222222222222222,0.1888111888111888,1.176954732510288,data.nba.com mobile_teams v2015 play-by-play,75.52884615384615
2022-23,2022,Regular Season,0022200835,20230210,SAS,DET,SAS @ DET,,,,243,94,149,0.3723404255319149,0.2953020134228188,1.2608800773694389,data.nba.com mobile_teams v2015 play-by-play,81.26201923076923
2022-23,2022,Regular Season,0022200836,20230210,PHX,IND,PHX @ IND,,,,201,68,133,0.2352941176470588,0.2556390977443609,0.9204152249134948,data.nba.com mobile_teams v2015 play-by-play,51.41826923076923
2022-23,2022,Regular Season,0022200837,20230210,NYK,PHI,NYK @ PHI,,,,186,57,129,0.0701754385964912,0.2325581395348837,0.3017543859649123,data.nba.com mobile_teams v2015 play-by-play,1.1298076923076923
2022-23,2022,Regular Season,0022200838,20230210,CHA,BOS,CHA @ BOS,,,,209,61,148,0.180327868852459,0.1959459459459459,0.9202939513849632,data.nba.com mobile_teams v2015 play-by-play,51.40625
2022-23,2022,Regular Season,0022200839,20230210,UTA,TOR,UTA @ TOR,,,,206,79,127,0.2151898734177215,0.3228346456692913,0.6665637542451375,data.nba.com mobile_teams v2015 play-by-play,22.103365384615383
2022-23,2022,Regular Season,0022200840,20230210,HOU,MIA,HOU @ MIA,,,,192,69,123,0.3623188405797101,0.2682926829268293,1.3504611330698286,data.nba.com mobile_teams v2015 play-by-play,86.15384615384616
2022-23,2022,Regular Season,0022200841,20230210,MIN,MEM,MIN @ MEM,,,,206,58,148,0.2241379310344827,0.2027027027027027,1.1057471264367815,data.nba.com mobile_teams v2015 play-by-play,70.0
2022-23,2022,Regular Season,0022200842,20230210,CLE,NOP,CLE @ NOP,,,,183,68,115,0.1764705882352941,0.3043478260869565,0.5798319327731093,data.nba.com mobile_teams v2015 play-by-play,13.822115384615385
2022-23,2022,Regular Season,0022200843,20230210,OKC,POR,OKC @ POR,,,,192,77,115,0.3246753246753247,0.3043478260869565,1.066790352504638,data.nba.com mobile_teams v2015 play-by-play,66.65865384615385
2022-23,2022,Regular Season,0022200844,20230210,DAL,SAC,DAL @ SAC,,,,196,56,140,0.3214285714285714,0.1857142857142857,1.7307692307692308,data.nba.com mobile_teams v2015 play-by-play,96.2139423076923
2022-23,2022,Regular Season,0022200845,20230210,MIL,LAC,MIL @ LAC,,,,197,45,152,0.2222222222222222,0.1447368421052631,1.5353535353535352,data.nba.com mobile_teams v2015 play-by-play,92.58413461538461
2022-23,2022,Regular Season,0022200846,20230211,PHI,BKN,PHI @ BKN,,,,180,49,131,0.1632653061224489,0.2061068702290076,0.7921390778533635,data.nba.com mobile_teams v2015 play-by-play,36.76682692307692
2022-23,2022,Regular Season,0022200847,20230211,DEN,CHA,DEN @ CHA,,,,210,62,148,0.1935483870967742,0.2094594594594594,0.9240374609781478,data.nba.com mobile_teams v2015 play-by-play,51.83894230769231
2022-23,2022,Regular Season,0022200848,20230211,MIA,ORL,MIA @ ORL,,,,204,66,138,0.1818181818181818,0.2463768115942029,0.7379679144385026,data.nba.com mobile_teams v2015 play-by-play,30.528846153846157
2022-23,2022,Regular Season,0022200849,20230211,IND,WAS,IND @ WAS,,,,182,58,124,0.1896551724137931,0.2419354838709677,0.7839080459770115,data.nba.com mobile_teams v2015 play-by-play,35.85336538461538
2022-23,2022,Regular Season,0022200850,20230211,SAS,ATL,SAS @ ATL,,,,211,46,165,0.0434782608695652,0.1393939393939394,0.3119092627599243,data.nba.com mobile_teams v2015 play-by-play,1.3581730769230769
2022-23,2022,Regular Season,0022200851,20230211,UTA,NYK,UTA @ NYK,,,,195,74,121,0.3108108108108108,0.3057851239669421,1.016435354273192,data.nba.com mobile_teams v2015 play-by-play,61.838942307692314
2022-23,2022,Regular Season,0022200852,20230211,CHI,CLE,CHI @ CLE,,,,189,61,128,0.1639344262295081,0.234375,0.6994535519125683,data.nba.com mobile_teams v2015 play-by-play,25.799278846153843
2022-23,2022,Regular Season,0022200853,20230211,LAL,GSW,LAL @ GSW,,,,209,48,161,0.0833333333333333,0.15527950310559,0.5366666666666666,data.nba.com mobile_teams v2015 play-by-play,10.721153846153845
2022-23,2022,Regular Season,0022200854,20230211,DAL,SAC,DAL @ SAC,,,,218,62,156,0.1612903225806451,0.2115384615384615,0.7624633431085044,data.nba.com mobile_teams v2015 play-by-play,33.53365384615385
2022-23,2022,Regular Season,0022200855,20230212,MEM,BOS,MEM @ BOS,,,,189,59,130,0.135593220338983,0.2307692307692307,0.5875706214689265,data.nba.com mobile_teams v2015 play-by-play,14.38701923076923
2022-23,2022,Regular Season,0022200856,20230212,DET,TOR,DET @ TOR,,,,193,85,108,0.3058823529411765,0.3703703703703703,0.8258823529411766,data.nba.com mobile_teams v2015 play-by-play,40.56490384615385
2022-23,2022,Regular Season,0022200857,20230213,ATL,CHA,ATL @ CHA,,,,217,58,159,0.0689655172413793,0.1949685534591195,0.353726362625139,data.nba.com mobile_teams v2015 play-by-play,2.067307692307692
2022-23,2022,Regular Season,0022200858,20230213,SAS,CLE,SAS @ CLE,,,,189,62,127,0.2096774193548387,0.2362204724409448,0.8876344086021506,data.nba.com mobile_teams v2015 play-by-play,47.46394230769231
2022-23,2022,Regular Season,0022200859,20230213,UTA,IND,UTA @ IND,,,,203,60,143,0.3333333333333333,0.2097902097902098,1.5888888888888888,data.nba.com mobile_teams v2015 play-by-play,93.81009615384616
2022-23,2022,Regular Season,0022200860,20230213,HOU,PHI,HOU @ PHI,,,,199,60,139,0.2166666666666666,0.2302158273381295,0.9411458333333332,data.nba.com mobile_teams v2015 play-by-play,53.52163461538461
2022-23,2022,Regular Season,0022200861,20230213,DEN,MIA,DEN @ MIA,,,,177,51,126,0.2352941176470588,0.1984126984126984,1.1858823529411766,data.nba.com mobile_teams v2015 play-by-play,76.23798076923077
2022-23,2022,Regular Season,0022200862,20230213,BKN,NYK,BKN @ NYK,,,,178,68,110,0.4411764705882353,0.2545454545454545,1.7331932773109244,data.nba.com mobile_teams v2015 play-by-play,96.23798076923077
2022-23,2022,Regular Season,0022200863,20230213,ORL,CHI,ORL @ CHI,,,,194,55,139,0.1272727272727272,0.2158273381294964,0.5896969696969696,data.nba.com mobile_teams v2015 play-by-play,14.579326923076923
2022-23,2022,Regular Season,0022200864,20230213,NOP,OKC,NOP @ OKC,,,,190,54,136,0.1851851851851851,0.1985294117647058,0.9327846364883402,data.nba.com mobile_teams v2015 play-by-play,52.68028846153846
2022-23,2022,Regular Season,0022200865,20230213,MIN,DAL,MIN @ DAL,,,,188,74,114,0.2972972972972973,0.3070175438596491,0.9683397683397684,data.nba.com mobile_teams v2015 play-by-play,56.85096153846154
2022-23,2022,Regular Season,0022200866,20230213,WAS,GSW,WAS @ GSW,,,,195,49,146,0.2653061224489796,0.1712328767123287,1.549387755102041,data.nba.com mobile_teams v2015 play-by-play,92.86057692307692
2022-23,2022,Regular Season,0022200867,20230213,LAL,POR,LAL @ POR,,,,204,48,156,0.125,0.1602564102564102,0.7799999999999999,data.nba.com mobile_teams v2015 play-by-play,35.38461538461539
2022-23,2022,Regular Season,0022200868,20230214,ORL,TOR,ORL @ TOR,,,,197,48,149,0.2291666666666666,0.1610738255033557,1.4227430555555556,data.nba.com mobile_teams v2015 play-by-play,88.8701923076923
2022-23,2022,Regular Season,0022200869,20230214,BOS,MIL,BOS @ MIL,,,,228,70,158,0.1142857142857142,0.2278481012658227,0.5015873015873016,data.nba.com mobile_teams v2015 play-by-play,8.245192307692308
2022-23,2022,Regular Season,0022200870,20230214,SAC,PHX,SAC @ PHX,,,,196,57,139,0.2807017543859649,0.2086330935251798,1.3454325468844524,data.nba.com mobile_teams v2015 play-by-play,85.79326923076923
2022-23,2022,Regular Season,0022200871,20230214,GSW,LAC,GSW @ LAC,,,,191,69,122,0.2463768115942029,0.2950819672131147,0.8349436392914654,data.nba.com mobile_teams v2015 play-by-play,41.50240384615385
2022-23,2022,Regular Season,0022200872,20230214,WAS,POR,WAS @ POR,,,,196,54,142,0.2037037037037037,0.176056338028169,1.157037037037037,data.nba.com mobile_teams v2015 play-by-play,74.17067307692308
2022-23,2022,Regular Season,0022200873,20230215,SAS,CHA,SAS @ CHA,,,,214,61,153,0.3278688524590163,0.1895424836601307,1.729790842283776,data.nba.com mobile_teams v2015 play-by-play,96.20192307692308
2022-23,2022,Regular Season,0022200874,20230215,CHI,IND,CHI @ IND,,,,198,64,134,0.265625,0.2537313432835821,1.046875,data.nba.com mobile_teams v2015 play-by-play,64.81971153846153
2022-23,2022,Regular Season,0022200875,20230215,CLE,PHI,CLE @ PHI,,,,182,68,114,0.2352941176470588,0.2982456140350877,0.7889273356401384,data.nba.com mobile_teams v2015 play-by-play,36.51442307692307
2022-23,2022,Regular Season,0022200876,20230215,NYK,ATL,NYK @ ATL,,,,203,69,134,0.1884057971014492,0.2388059701492537,0.7889492753623188,data.nba.com mobile_teams v2015 play-by-play,36.52644230769231
2022-23,2022,Regular Season,0022200877,20230215,DET,BOS,DET @ BOS,,,,195,54,141,0.1666666666666666,0.1985815602836879,0.8392857142857142,data.nba.com mobile_teams v2015 play-by-play,42.08533653846154
2022-23,2022,Regular Season,0022200878,20230215,MIA,BKN,MIA @ BKN,,,,180,73,107,0.2054794520547945,0.3271028037383177,0.6281800391389433,data.nba.com mobile_teams v2015 play-by-play,18.064903846153847
2022-23,2022,Regular Season,0022200879,20230215,UTA,MEM,UTA @ MEM,,,,204,69,135,0.144927536231884,0.2592592592592592,0.5590062111801243,data.nba.com mobile_teams v2015 play-by-play,12.307692307692308
2022-23,2022,Regular Season,0022200880,20230215,HOU,OKC,HOU @ OKC,,,,211,86,125,0.3488372093023256,0.32,1.0901162790697674,data.nba.com mobile_teams v2015 play-by-play,68.59375
2022-23,2022,Regular Season,0022200881,20230215,DAL,DEN,DAL @ DEN,,,,193,52,141,0.25,0.1773049645390071,1.41,data.nba.com mobile_teams v2015 play-by-play,88.50360576923076
2022-23,2022,Regular Season,0022200882,20230215,NOP,LAL,NOP @ LAL,,,,202,77,125,0.3376623376623376,0.296,1.1407511407511408,data.nba.com mobile_teams v2015 play-by-play,72.82451923076924
2022-23,2022,Regular Season,0022200883,20230216,MIL,CHI,MIL @ CHI,,,,188,55,133,0.1272727272727272,0.2105263157894736,0.6045454545454545,data.nba.com mobile_teams v2015 play-by-play,15.823317307692308
2022-23,2022,Regular Season,0022200884,20230216,WAS,MIN,WAS @ MIN,,,,204,53,151,0.2264150943396226,0.1788079470198675,1.2662473794549267,data.nba.com mobile_teams v2015 play-by-play,81.65865384615385
2022-23,2022,Regular Season,0022200885,20230216,LAC,PHX,LAC @ PHX,,,,196,75,121,0.2266666666666666,0.2975206611570248,0.7618518518518518,data.nba.com mobile_teams v2015 play-by-play,33.34134615384615
2022-23,2022,Regular Season,0022200886,20230223,DEN,CLE,DEN @ CLE,,,,184,63,121,0.2698412698412698,0.2479338842975206,1.0883597883597882,data.nba.com mobile_teams v2015 play-by-play,68.41346153846153
2022-23,2022,Regular Season,0022200887,20230223,BOS,IND,BOS @ IND,,,,209,62,147,0.2580645161290322,0.2040816326530612,1.264516129032258,data.nba.com mobile_teams v2015 play-by-play,81.53245192307692
2022-23,2022,Regular Season,0022200888,20230223,DET,ORL,DET @ ORL,,,,202,68,134,0.1617647058823529,0.2611940298507462,0.6193277310924371,data.nba.com mobile_teams v2015 play-by-play,17.19951923076923
2022-23,2022,Regular Season,0022200889,20230223,MEM,PHI,MEM @ PHI,,,,198,79,119,0.2658227848101265,0.3193277310924369,0.8324450366422385,data.nba.com mobile_teams v2015 play-by-play,41.26201923076923
2022-23,2022,Regular Season,0022200890,20230223,NOP,TOR,NOP @ TOR,,,,204,64,140,0.125,0.2428571428571428,0.5147058823529412,data.nba.com mobile_teams v2015 play-by-play,9.170673076923077
2022-23,2022,Regular Season,0022200891,20230223,SAS,DAL,SAS @ DAL,,,,202,72,130,0.1944444444444444,0.2846153846153846,0.6831831831831833,data.nba.com mobile_teams v2015 play-by-play,24.044471153846153
2022-23,2022,Regular Season,0022200892,20230223,OKC,UTA,OKC @ UTA,,,,222,77,145,0.3376623376623376,0.2482758620689655,1.36002886002886,data.nba.com mobile_teams v2015 play-by-play,86.50240384615384
2022-23,2022,Regular Season,0022200893,20230223,GSW,LAL,GSW @ LAL,,,,209,66,143,0.2272727272727272,0.2517482517482518,0.9027777777777776,data.nba.com mobile_teams v2015 play-by-play,49.30288461538462
2022-23,2022,Regular Season,0022200894,20230223,POR,SAC,POR @ SAC,,,,204,67,137,0.1791044776119403,0.2408759124087591,0.7435549525101763,data.nba.com mobile_teams v2015 play-by-play,31.177884615384617
2022-23,2022,Regular Season,0022200895,20230224,NYK,WAS,NYK @ WAS,,,,192,54,138,0.2407407407407407,0.1956521739130435,1.2304526748971192,data.nba.com mobile_teams v2015 play-by-play,79.5733173076923
2022-23,2022,Regular Season,0022200896,20230224,CLE,ATL,CLE @ ATL,,,,206,74,132,0.1621621621621621,0.2878787878787879,0.5633001422475107,data.nba.com mobile_teams v2015 play-by-play,12.608173076923077
2022-23,2022,Regular Season,0022200897,20230224,MIA,MIL,MIA @ MIL,,,,210,55,155,0.1454545454545454,0.1806451612903225,0.8051948051948052,data.nba.com mobile_teams v2015 play-by-play,38.10697115384615
2022-23,2022,Regular Season,0022200898,20230224,CHA,MIN,CHA @ MIN,,,,210,63,147,0.1587301587301587,0.2108843537414966,0.7526881720430106,data.nba.com mobile_teams v2015 play-by-play,32.30769230769231
2022-23,2022,Regular Season,0022200899,20230224,OKC,PHX,OKC @ PHX,,,,199,70,129,0.1142857142857142,0.2868217054263566,0.3984555984555984,data.nba.com mobile_teams v2015 play-by-play,3.2572115384615388
